,Cleaned Hard Skills
7785, Excellent written and verbal communication
7786,MS SQL Development
7787, Excellent troubleshooting and debugging skills
7788,SQL Server Stored Procedures
7789,SQL Server Reporting Services
7790,
7791,new ETL processes
7792,smart innovative and effective visualization methods
7793,Replication
7794,SQL Server Stored Procedures and SSIS packages
7795,metadata management
7796,the full conversion lifecycle
7797,sourcetarget mappings
7798,transformation logic
7799,a specified deliverable
7800,an intelligent and supportive engineering team
7801,specs
7802,clean concise code
7803,robust unit tests
7804,subsystems
7805,manual intervention
7806,the Java Web Development Stack
7807,Object Oriented Analysis
7808,CI toolset
7809,Java code
7810,Restful Webservices
7811,JEE containers
7812,Apache Tomcat
7813,other industry standard JEE application servers
7814,Windows and Linux proficiency
7815,Advanced Relational Database Concepts
7816,modern CICD pipelines
7817,Qualification
7818,ITSM  Incident Management
7819,Service Catalog
7820,Client Scripts
7821,UI Policy
7822,UI Scripts
7823,Integration Hub
7824,Rest API
7825,ServiceNow System Administration Certified
7826,the Android  IOS platform
7827,bug fixing
7828,flutter
7829,extensive documentation
7830,the CTO
7831,our smart kitchen appliances
7832,existing codebase
7833,highquality firmware
7834,UI flows
7835,multithreaded application development
7836,impactful technical decisions
7837,firmware design
7838,electrical mechanical softwareapplications teams
7839,any dependency
7840,roadblocks
7841,suites
7842,the manufacturing test fixtures
7843,our SDK
7844,usability research
7845,daily tastings
7846,delicious recipes
7847,   Bachelor
7848,embedded firmware
7849,C  Shipped production code
7850,SQLite Database
7851,ARM CortexM0M3M4
7852,GNU toolchain
7853,embedded processors
7854,eg SPI
7855,UART
7856,I2C
7857,DMA
7858,ElectricalElectronics Engineering or Computer Science
7859,electromechanical motion systems
7860,servo control
7861,stepper motors
7862,vacuum pumps
7863,a multithreaded realtime operating system
7864,electronics schematics
7865,softwarefirmware
7866,manufacturing test fixtures
7867,network stacks
7868,Greengrass
7869,Google Cloud IoT
7870,Docker  Kubernetes
7871,BDM
7872,Hadoop environment
7873,Informatica Power exchange
7874,PWX
7875,complex mappings
7876,Informatica power exchange
7877,troubleshoot
7878,existing scripts
7879,CDP
7880,      Excellent SQL knowledgeSoft
7881,      Strong analytical and problemsolving skills
7882,a complex matrix environment
7883,Strong academics
7884,Reactive Spring Boot
7885,Microservice Architecture Concepts
7886,KafkaEvent based model
7887,any NoSQL Database
7888,Couchbasepreferable
7889,Cloud Platform  Docker  Kubernetes CICDAWS
7890,VBScriptASP
7891,MySQL Knowledge
7892,agile development environment
7893,full stack Net platform
7894,WCFWebservices
7895,DOJO framework
7896,elastic search
7897,JENKINS
7898,Azure DevOps offering
7899,Azure Pipelines
7900,secure coding standards
7901,• Excellent debugging and analysis skills
7902,daily sprint standups
7903,performance tuningimprovement
7904,"
         BEBTECH degree"
7905,springboot
7906,Java EE platforms
7907,Profound insight
7908,JEE internals
7909,Classloading
7910,DBA
7911,a Sun Certified Java Developer
7912,scalable technical designs
7913,architectural reviews
7914,Support SRE teams
7915,overall deployment architecture
7916,JavaScript eco system
7917,vanilla JS
7918,a Software ArchtectLead
7919,relational and document storage
7920,CouchDB
7921,container management systems
7922,IBM ID
7923,ADFS
7924,OIDC
7925,Distributed architecture design and implementation experience
7926,IBM CloudAzureAWS
7927,Micro Services architecture
7928,APIbased integration
7929,related technologiesAPI Gateways
7930,API Management solutions
7931,a collaborative team based Agile project environment
7932,eg shell scripting
7933,similar frameworks
7934,NondeJS
7935,Vue Feathers
7936,the Mongo database
7937,continuous integration processes
7938,CircleCI
7939,programming fundamentals
7940,clear and concise written communications
7941,Broadpeak customers
7942,Broadpeak Support
7943,escalation
7944,the SLA contractual commitments
7945,service continuity
7946,regular preventive maintenance tasks
7947,our customer’s Quality
7948,exhibitions
7949,telecommunications related field
7950,telco
7951,a similar networking environment
7952,IP network
7953, switching and routing protocols
7954,· Internet protocols
7955,RTSP
7956,SSH · XML
7957,IPTV
7958,OTT TV system architectures
7959,Hindi
7960,Marathi
7961,Soft Skills Positive and enthusiastic team player
7962,Autonomy
7963,a highly skilled and motivated individual
7964,an entrepreneurial mind
7965,Senior Frontend Developer
7966,JavaScript Good Exposure
7967,a usercantered design process
7968,responsive design
7969,browser behaviour
7970,performant and scalable code
7971,a focal point
7972,fundamental cloud computing architectural concepts
7973,eg multiregionalmultiAZ elasticity
7974,autoscaling
7975,intergroup coordination
7976,the modules
7977,a fastpaced development environment
7978,Dot Net Framework
7979,ADO Dot Net
7980,backend developer
7981,SQL Database structure
7982,SQL programming
7983,Backend
7984,Core API
7985,AutoIT
7986,UIPath
7987,BluePrismpreferred
7988,automation projects
7989,FAP domain
7990,an effective liaison
7991,DevOps  Engineering background
7992,repetitive tasks
7993,common scripting
7994,the Linux operating system
7995,measurable results
7996,BEBTech
7997,formal and informal settings
7998,Demonstrable track record
7999,baseline metrics
8000,different permutations
8001,UI testing framework
8002,everyone’s socks
8003,·       Mentor junior developers
8004,Cordova
8005,native coding background
8006,Kubernetes based containers
8007,Agile and SCRUM development techniques
8008,Apache Cordova
8009,extensible data acquisition and integration solutions
8010,business reporting and analytics needs
8011,analytical questions
8012,longterm scalable and reliable solutions
8013,senior architects
8014,ad hoc reporting needs
8015,a sprintbased agile development environment
8016,technical and functional designs
8017,query performance
8018,query tuning
8019,Ince
8020,DBT models
8021,advanced SQL scripting
8022,newage ETL tools
8023,Fivetran
8024,Matillion
8025,highly scalable ETLELT processes
8026,BEBTech degree
8027,continuous deliverydeployment methodology
8028,highly automated infrastructures
8029,Ansible Terrraform YAML Helm and AWS services  Cloud9 CloudFormation • Working knowledge
8030,eg Jira
8031,ConfluenceNotion
8032,deployment workflow
8033,•Provision cloud resources
8034,configurations
8035,resource utilisation
8036,network setup •Continuously
8037,DockerKubernetes
8038,MVC architecture
8039,Hyperledger
8040,Agile software development methodology
8041,Continuous Delivery practices
8042,DevOps process
8043,Good analytical and problemsolving skills
8044,software estimations
8045,Selfreliant and Team player
8046,Analytic thinker
8047,specialization
8048,one or more frameworks
8049,automated code deployments
8050,Object Orientated ProgrammingDesign
8051,Restful web services development
8052,Spring 45 and microservices development
8053,eg SonarQube
8054,Gitlab runner  Junit  Sonar
8055,code quality verification process
8056,the good coding practice
8057,Cocos2d
8058,Flixel
8059,Arcade
8060,Pygame
8061,Phaser
8062,portfolios
8063,other object oriented programming language
8064,Autosar configuration tools
8065,preferrable Vector tools
8066,Davinci configurator
8067,Davinci developer
8068,	Communication stack
8069,LIN
8070,J1939
8071,Certifications
8072,Any relevant certification
8073,continual improvement
8074, Microsoft certifications
8075,    Technical Aptitude
8076,Demonstrated skill sets
8077,the client’s requirements
8078, scenariobased smoke tests
8079,various platformsenvironments
8080,a good grounding
8081,a projectmodule
8082,minimum supervision
8083,thirdparty licensing details
8084,corrective measures
8085,various process automation recommendations
8086,unreasonable requests
8087,Honesty
8088,a Product Reliability  Sustenance Engineer
8089,our Engineering PO PSG SRE DevOps and L1 support teams
8090,a global Product Reliability  Sustenance Engineering team
8091,24x7 sustenance support
8092,inquiries
8093,247ai’s product and services architecture
8094,escalations
8095,247ai’s customers
8096,Bachelors or Master’s degree
8097,yrs
8098,fastpaced and dynamic SaaS Software Product Development Organization
8099,sustenance support
8100,247ai’s products
8101,a 24x7 setting
8102,highprofile technical escalations
8103,their likelihood
8104,Java stack
8105,technical bugfixes
8106,codefixes
8107,one or more NoSQL database
8108,SaaS product
8109,the Conversational AI market
8110,over 250 Fortune 5001000 customers
8111,shareholders
8112,247ai’s technology
8113,a personalized predictive and effortless customer experience
8114,The world’s largest and most recognizable brands
8115,intentdriven engagement
8116,more than 25 billion conversations
8117,the entire application lifecycle
8118,fully functional mobile applications
8119,UI tests
8120,malfunctions
8121,performance ·        Design interfaces
8122,        Liaise
8123,● Bachelors degree
8124,● Proven expertise
8125,the ETL pipelines
8126,File queuing
8127,scalable and high performance systems
8128,Linux commands
8129,Container architecture  DockerJenkins
8130,multithreading concepts
8131,critical modules
8132,client coordination
8133,exceptional contributions
8134,minimal team supervision
8135,Unit Testing and Integration testing
8136,a Continuous Deployment scenario
8137,● Strong verbal and written communication
